
00000000: 7f45 4c46 0201 0100 0000 0000 0000 0000  .ELF............
00001810: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001820: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001830: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001840: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001850: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001860: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001870: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001880: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001890: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000018a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000018b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000018c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000018d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000018e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000018f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001900: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001910: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001920: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001930: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001940: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001950: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001960: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001970: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001980: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001990: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000019a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000019b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000019c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000019d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000019e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000019f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001a90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001aa0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ab0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ac0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ad0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ae0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001af0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001b90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ba0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001bb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001bc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001bd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001be0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001bf0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001c90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ca0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001cb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001cc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001cd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ce0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001cf0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001d90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001da0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001db0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001dc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001dd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001de0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001df0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001e90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ea0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001eb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ec0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ed0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ee0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ef0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001f90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001fa0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001fb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001fc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001fd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001fe0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001ff0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002000: 0100 0200 0000 0000 3833 3665 3835 3634  ........836e8564
00002010: 6335 6439 3464 6537 6336 3163 6666 3034  c5d94de7c61cff04
00002020: 6538 6230 3237 6334 002f 6269 6e2f 7368  e8b027c4./bin/sh
00002030: 0072 0062 696e 6172 795f 3136 2e74 7874  .r.binary_16.txt
00002040: 0045 7272 6f72 2072 6561 6469 6e67 2068  .Error reading h
00002050: 6578 206f 6620 6269 6e61 7279 0000 0000  ex of binary....
00002060: 5765 6c63 6f6d 6520 746f 2074 6865 2041  Welcome to the A
00002070: 4547 2063 6861 6c6c 656e 6765 7321 0049  EG challenges!.I
00002080: 6e70 7574 2070 6173 7377 6f72 6420 746f  nput password to
00002090: 2063 6f6e 7469 6e75 653a 003e 2000 436f   continue:.> .Co
000020a0: 7272 6563 7420 7061 7373 776f 7264 2120  rrect password! 
000020b0: 3a29 0000 0000 0000 4865 7265 2069 7320  :)......Here is 
000020c0: 7468 6520 6269 6e61 7279 2074 6861 7420  the binary that 
000020d0: 6973 2063 7572 7265 6e74 6c79 2072 756e  is currently run
000020e0: 6e69 6e67 206f 6e20 7468 6973 2062 6f78  ning on this box
000020f0: 3a20 0000 0000 0000 2d2d 2d2d 2d2d 2d2d  : ......--------
00002100: 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d  ----------------
00002110: 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d  ----------------
00002120: 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d 2d2d  ----------------
00002130: 2d2d 2d2d 2d2d 2d2d 2d2d 2d00 0000 0000  -----------.....
00002140: 0a50 726f 6365 6564 696e 6720 746f 2074  .Proceeding to t
00002150: 6865 2063 6861 6c6c 656e 6765 2e2e 2e0a  he challenge....
00002160: 004d 6169 6e20 6973 2061 7420 256c 780a  .Main is at %lx.
00002170: 0049 6e63 6f72 7265 6374 2070 6173 7377  .Incorrect passw
00002180: 6f72 642e 203a 2800 011b 033b b400 0000  ord. :(....;....
00002190: 1500 0000 98ee ffff e800 0000 48ef ffff  ............H...
000021a0: 1001 0000 58ef ffff 2801 0000 f8ef ffff  ....X...(.......
000021b0: d000 0000 e1f0 ffff 4001 0000 f0f0 ffff  ........@.......
000021c0: 6001 0000 fdf0 ffff 8001 0000 0ef1 ffff  `...............
000021d0: a001 0000 1df1 ffff c001 0000 2af1 ffff  ............*...
000021e0: e001 0000 37f1 ffff 0002 0000 45f1 ffff  ....7.......E...
000021f0: 2002 0000 52f1 ffff 4002 0000 60f1 ffff   ...R...@...`...
00002200: 6002 0000 6ff1 ffff 8002 0000 c9f1 ffff  `...o...........
00002210: a002 0000 49f2 ffff c002 0000 79f2 ffff  ....I.......y...
00002220: e002 0000 99f2 ffff 0003 0000 a8f3 ffff  ................
00002230: 2003 0000 18f4 ffff 6803 0000 0000 0000   .......h.......
00002240: 1400 0000 0000 0000 017a 5200 0178 1001  .........zR..x..
00002250: 1b0c 0708 9001 0000 1400 0000 1c00 0000  ................
00002260: 20ef ffff 2f00 0000 0044 0710 0000 0000   .../....D......
00002270: 2400 0000 3400 0000 a8ed ffff b000 0000  $...4...........
00002280: 000e 1046 0e18 4a0f 0b77 0880 003f 1a3a  ...F..J..w...?.:
00002290: 2a33 2422 0000 0000 1400 0000 5c00 0000  *3$"........\...
000022a0: 30ee ffff 1000 0000 0000 0000 0000 0000  0...............
000022b0: 1400 0000 7400 0000 28ee ffff a000 0000  ....t...(.......
000022c0: 0000 0000 0000 0000 1c00 0000 8c00 0000  ................
000022d0: 99ef ffff 0f00 0000 0045 0e10 8602 430d  .........E....C.
000022e0: 0646 0c07 0800 0000 1c00 0000 ac00 0000  .F..............
000022f0: 88ef ffff 0d00 0000 0045 0e10 8602 430d  .........E....C.
00002300: 0644 0c07 0800 0000 1c00 0000 cc00 0000  .D..............
00002310: 75ef ffff 1100 0000 0045 0e10 8602 430d  u........E....C.
00002320: 0648 0c07 0800 0000 1c00 0000 ec00 0000  .H..............
00002330: 66ef ffff 0f00 0000 0045 0e10 8602 430d  f........E....C.
00002340: 0646 0c07 0800 0000 1c00 0000 0c01 0000  .F..............
00002350: 55ef ffff 0d00 0000 0045 0e10 8602 430d  U........E....C.
00002360: 0644 0c07 0800 0000 1c00 0000 2c01 0000  .D..........,...
00002370: 42ef ffff 0d00 0000 0045 0e10 8602 430d  B........E....C.
00002380: 0644 0c07 0800 0000 1c00 0000 4c01 0000  .D..........L...
00002390: 2fef ffff 0e00 0000 0045 0e10 8602 430d  /........E....C.
000023a0: 0645 0c07 0800 0000 1c00 0000 6c01 0000  .E..........l...
000023b0: 1def ffff 0d00 0000 0045 0e10 8602 430d  .........E....C.
000023c0: 0644 0c07 0800 0000 1c00 0000 8c01 0000  .D..............
000023d0: 0aef ffff 0e00 0000 0045 0e10 8602 430d  .........E....C.
000023e0: 0645 0c07 0800 0000 1c00 0000 ac01 0000  .E..............
000023f0: f8ee ffff 0f00 0000 0045 0e10 8602 430d  .........E....C.
00002400: 0646 0c07 0800 0000 1c00 0000 cc01 0000  .F..............
00002410: e7ee ffff 5a00 0000 0045 0e10 8602 430d  ....Z....E....C.
00002420: 0602 510c 0708 0000 1c00 0000 ec01 0000  ..Q.............
00002430: 21ef ffff 8000 0000 0045 0e10 8602 430d  !........E....C.
00002440: 0602 770c 0708 0000 1c00 0000 0c02 0000  ..w.............
00002450: 81ef ffff 3000 0000 0045 0e10 8602 430d  ....0....E....C.
00002460: 0667 0c07 0800 0000 1c00 0000 2c02 0000  .g..........,...
00002470: 91ef ffff 2000 0000 0045 0e10 8602 430d  .... ....E....C.
00002480: 0657 0c07 0800 0000 1c00 0000 4c02 0000  .W..........L...
00002490: 91ef ffff 0401 0000 0045 0e10 8602 430d  .........E....C.
000024a0: 0602 fb0c 0708 0000 4400 0000 6c02 0000  ........D...l...
000024b0: 80f0 ffff 6500 0000 0046 0e10 8f02 490e  ....e....F....I.
000024c0: 188e 0345 0e20 8d04 450e 288c 0544 0e30  ...E. ..E.(..D.0
000024d0: 8606 480e 3883 0747 0e40 6e0e 3841 0e30  ..H.8..G.@n.8A.0
000024e0: 410e 2842 0e20 420e 1842 0e10 420e 0800  A.(B. B..B..B...
000024f0: 1000 0000 b402 0000 a8f0 ffff 0500 0000  ................
00002500: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002510: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002520: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002530: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002540: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002550: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002560: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002570: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002580: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002590: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000025a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000025b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000025c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000025d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000025e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000025f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002600: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002610: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002620: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002630: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002640: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002650: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002660: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002670: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002680: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002690: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000026a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000026b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000026c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000026d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000026e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000026f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002700: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002710: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002720: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002730: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002740: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002750: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002760: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002770: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002780: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002790: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000027a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000027b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000027c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000027d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000027e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000027f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002800: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002810: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002820: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002830: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002840: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002850: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002860: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002870: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002880: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002890: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000028a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000028b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000028c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000028d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000028e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000028f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002900: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002910: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002920: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002930: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002940: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002950: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002960: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002970: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002980: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002990: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000029a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000029b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000029c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000029d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000029e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000029f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002a90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002aa0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ab0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ac0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ad0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ae0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002af0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002b90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ba0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002bb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002bc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002bd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002be0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002bf0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002c90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ca0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002cb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002cc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002cd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ce0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002cf0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002d70: 6012 0000 0000 0000 2012 0000 0000 0000  `....... .......
00002d80: 0100 0000 0000 0000 0100 0000 0000 0000  ................
00002d90: 0c00 0000 0000 0000 0010 0000 0000 0000  ................
00002da0: 0d00 0000 0000 0000 a815 0000 0000 0000  ................
00002db0: 1900 0000 0000 0000 703d 0000 0000 0000  ........p=......
00002dc0: 1b00 0000 0000 0000 0800 0000 0000 0000  ................
00002dd0: 1a00 0000 0000 0000 783d 0000 0000 0000  ........x=......
00002de0: 1c00 0000 0000 0000 0800 0000 0000 0000  ................
00002df0: f5fe ff6f 0000 0000 a003 0000 0000 0000  ...o............
00002e00: 0500 0000 0000 0000 8005 0000 0000 0000  ................
00002e10: 0600 0000 0000 0000 d003 0000 0000 0000  ................
00002e20: 0a00 0000 0000 0000 c300 0000 0000 0000  ................
00002e30: 0b00 0000 0000 0000 1800 0000 0000 0000  ................
00002e40: 1500 0000 0000 0000 0000 0000 0000 0000  ................
00002e50: 0300 0000 0000 0000 703f 0000 0000 0000  ........p?......
00002e60: 0200 0000 0000 0000 f000 0000 0000 0000  ................
00002e70: 1400 0000 0000 0000 0700 0000 0000 0000  ................
00002e80: 1700 0000 0000 0000 a807 0000 0000 0000  ................
00002e90: 0700 0000 0000 0000 8806 0000 0000 0000  ................
00002ea0: 0800 0000 0000 0000 2001 0000 0000 0000  ........ .......
00002eb0: 0900 0000 0000 0000 1800 0000 0000 0000  ................
00002ec0: 1e00 0000 0000 0000 0800 0000 0000 0000  ................
00002ed0: fbff ff6f 0000 0000 0100 0008 0000 0000  ...o............
00002ee0: feff ff6f 0000 0000 6806 0000 0000 0000  ...o....h.......
00002ef0: ffff ff6f 0000 0000 0100 0000 0000 0000  ...o............
00002f00: f0ff ff6f 0000 0000 4406 0000 0000 0000  ...o....D.......
00002f10: f9ff ff6f 0000 0000 0500 0000 0000 0000  ...o............
00002f20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002f30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002f40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002f50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002f60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002f70: 803d 0000 0000 0000 0000 0000 0000 0000  .=..............
00002f80: 0000 0000 0000 0000 3010 0000 0000 0000  ........0.......
00002f90: 4010 0000 0000 0000 5010 0000 0000 0000  @.......P.......
00002fa0: 6010 0000 0000 0000 7010 0000 0000 0000  `.......p.......
00002fb0: 8010 0000 0000 0000 9010 0000 0000 0000  ................
00002fc0: a010 0000 0000 0000 b010 0000 0000 0000  ................
00002fd0: c010 0000 0000 0000 0000 0000 0000 0000  ................
00002fe0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00002ff0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00003000: 0000 0000 0000 0000 0840 0000 0000 0000  .........@......
00003010: 0820 0000 0000 0000 2920 0000 0000 0000  . ......) ......
00003020: 4743 433a 2028 5562 756e 7475 2039 2e33  GCC: (Ubuntu 9.3
00003030: 2e30 2d31 3775 6275 6e74 7531 7e32 302e  .0-17ubuntu1~20.
00003040: 3034 2920 392e 332e 3000 0000 0000 0000  04) 9.3.0.......
00003050: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00003060: 0000 0000 0000 0000 0000 0000 0300 0100  ................
00003070: 1803 0000 0000 0000 0000 0000 0000 0000  ................
00003080: 0000 0000 0300 0200 3803 0000 0000 0000  ........8.......
00003090: 0000 0000 0000 0000 0000 0000 0300 0300  ................
000030a0: 5803 0000 0000 0000 0000 0000 0000 0000  X...............
000030b0: 0000 0000 0300 0400 7c03 0000 0000 0000  ........|.......
000030c0: 0000 0000 0000 0000 0000 0000 0300 0500  ................
000030d0: a003 0000 0000 0000 0000 0000 0000 0000  ................
000030e0: 0000 0000 0300 0600 d003 0000 0000 0000  ................
000030f0: 0000 0000 0000 0000 0000 0000 0300 0700  ................
00003100: 8005 0000 0000 0000 0000 0000 0000 0000  ................
00003110: 0000 0000 0300 0800 4406 0000 0000 0000  ........D.......
00003120: 0000 0000 0000 0000 0000 0000 0300 0900  ................
00003130: 6806 0000 0000 0000 0000 0000 0000 0000  h...............
00003140: 0000 0000 0300 0a00 8806 0000 0000 0000  ................
